Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
08/02/07,04:00:00,0.328,0.0685,243.0112,1.4233,0.0,0.1,0.0
08/02/07,05:00:00,0.7444,0.0561,241.1732,3.07,0.0,0.0,4.9667
08/02/07,06:00:00,1.1699,0.1135,242.1422,5.01,0.0,0.55,5.7333
08/02/07,07:00:00,1.9156,0.082,239.548,8.0067,0.0,0.1,12.25
08/02/07,08:00:00,1.7388,0.0598,240.3827,7.21,0.0,0.0,17.7
08/02/07,09:00:00,1.4494,0.1223,239.7737,5.9967,0.0,0.75,17.6333
08/02/07,10:00:00,1.3388,0.0676,240.2753,5.4833,0.0,0.05,17.7
08/02/07,11:00:00,1.3215,0.0445,240.2718,5.41,0.0,0.0,17.6833
08/02/07,12:00:00,1.3882,0.1244,240.3597,5.71,0.0,0.65,17.7167
08/02/07,13:00:00,0.4029,0.0536,243.1317,1.72,0.0,0.0167,2.3
08/02/07,14:00:00,0.3354,0.1066,245.9838,1.5167,0.0,0.0,0.0
08/02/07,15:00:00,0.6013,0.1783,246.1463,2.5533,0.0,0.7833,0.0
08/02/07,16:00:00,0.65,0.0959,245.3953,2.64,0.0,0.0,0.0
08/02/07,17:00:00,1.7689,0.0543,241.3243,7.2467,0.0,0.0,17.4167
08/02/07,18:00:00,1.7722,0.1075,237.6557,7.4533,0.0,0.6333,8.3667
08/02/07,19:00:00,3.3625,0.2271,237.0498,14.3433,18.15,0.0,0.0
08/02/07,20:00:00,2.9786,0.0644,237.7567,12.5033,0.3833,0.0833,14.9833
08/02/07,21:00:00,2.7301,0.0994,239.1232,11.4933,8.8,0.5833,4.3
08/02/07,22:00:00,2.0262,0.0578,241.2873,8.4333,9.7667,0.0,3.2
08/02/07,23:00:00,0.7965,0.1302,244.6382,3.36,0.0,0.4167,7.3333
09/02/07,00:00:00,0.3206,0.0916,243.3242,1.4233,0.0,0.25,0.0
09/02/07,01:00:00,0.2913,0.0513,242.6022,1.2333,0.0,0.0,0.0
09/02/07,02:00:00,0.3427,0.165,245.6237,1.57,0.0,0.7167,0.0
09/02/07,03:00:00,0.2745,0.0613,244.3585,1.18,0.0,0.0333,0.0
09/02/07,04:00:00,0.2797,0.0614,242.2693,1.2,0.0,0.0,0.0
09/02/07,05:00:00,0.3046,0.1094,241.5462,1.3867,0.0,0.65,0.0
09/02/07,06:00:00,1.0863,0.0515,243.0888,4.56,0.0,0.0,6.8333
09/02/07,07:00:00,2.3823,0.0961,239.827,9.8933,0.0,0.0,17.65
09/02/07,08:00:00,1.6581,0.1053,238.6837,6.9033,0.0,0.6333,17.4667
09/02/07,09:00:00,1.3389,0.0702,238.1163,5.56,0.0,0.0,17.3833
09/02/07,10:00:00,1.3302,0.0523,239.4215,5.5033,0.0,0.0,17.5667
09/02/07,11:00:00,1.3874,0.1373,238.9002,5.75,0.0,0.6333,17.5
09/02/07,12:00:00,0.9892,0.0739,241.0778,4.17,0.0,0.0,11.4833
09/02/07,13:00:00,1.0277,0.0815,242.2433,4.2767,0.0,0.2833,9.4667
09/02/07,14:00:00,1.418,0.1261,243.7652,5.78,0.0,0.35,18.2
09/02/07,15:00:00,0.6847,0.0805,246.16,2.84,0.0,0.0,6.5
09/02/07,16:00:00,0.3514,0.1787,246.3375,1.63,0.0,0.6667,0.0
09/02/07,17:00:00,0.3255,0.0681,242.9318,1.4033,0.0,0.0,0.0
09/02/07,18:00:00,0.5458,0.0711,238.2975,2.4167,0.0,0.0,0.0
09/02/07,19:00:00,1.5726,0.1572,239.2675,6.57,0.0,0.65,0.0
09/02/07,20:00:00,2.3845,0.173,239.1778,10.01,0.0,11.6833,0.0
09/02/07,21:00:00,2.251,0.2724,240.257,9.4167,0.0,2.8167,6.05
09/02/07,22:00:00,3.8358,0.1171,239.5563,16.1133,0.0,29.75,16.7333
09/02/07,23:00:00,0.6207,0.1819,244.9373,2.6633,0.0,1.6333,0.0
10/02/07,00:00:00,0.3723,0.1041,243.1303,1.64,0.0,0.7667,0.0
10/02/07,01:00:00,0.3233,0.0624,242.9022,1.42,0.0,0.1667,0.0
10/02/07,02:00:00,0.3758,0.1504,243.9772,1.7033,0.0,1.0167,0.0
10/02/07,03:00:00,0.3348,0.067,244.432,1.4667,0.0,0.1667,0.0
10/02/07,04:00:00,0.3376,0.0827,243.0022,1.5,0.0,0.2333,0.0
10/02/07,05:00:00,0.3534,0.1183,242.2333,1.59,0.0,0.95,0.0
10/02/07,06:00:00,0.8879,0.0643,242.2158,3.7067,0.0,0.0333,9.4
10/02/07,07:00:00,1.4676,0.1046,241.141,6.19,0.0,0.1333,1.2333
10/02/07,08:00:00,1.6671,0.1222,241.6283,6.9333,8.55,0.65,0.0
10/02/07,09:00:00,1.7971,0.0934,239.5985,7.55,8.7,0.15,0.0
10/02/07,10:00:00,2.2687,0.1748,235.9822,9.6333,0.0,6.8833,12.6667
10/02/07,11:00:00,2.5524,0.1589,236.7027,10.81,0.0,13.3333,17.1833
10/02/07,12:00:00,2.7899,0.1566,237.3203,11.8267,0.0,18.9167,17.2667
10/02/07,13:00:00,2.0352,0.2057,241.7083,8.51,4.2833,1.2333,17.9
10/02/07,14:00:00,2.0697,0.0964,240.1505,8.6067,10.6,0.05,17.6833
10/02/07,15:00:00,1.5105,0.1196,241.866,6.1833,0.0,0.6333,17.9167
10/02/07,16:00:00,1.5003,0.1127,241.6285,6.16,0.0,0.1833,17.8833
10/02/07,17:00:00,1.8021,0.1322,239.1675,7.58,0.0,0.0,17.5333
10/02/07,18:00:00,3.516,0.1984,236.0727,14.8867,0.0,0.75,17.1
10/02/07,19:00:00,4.7115,0.2711,233.6155,20.19,19.8667,0.0,16.75
10/02/07,20:00:00,4.0697,0.2764,235.8438,17.39,20.1333,0.0,17.0667
10/02/07,21:00:00,2.5605,0.1582,237.7692,10.72,0.0667,0.65,17.3333
10/02/07,22:00:00,4.6905,0.0753,237.8017,19.7767,12.3167,0.0,17.3333
10/02/07,23:00:00,3.1617,0.1103,240.9942,13.3167,0.0,0.2833,7.8333
11/02/07,00:00:00,2.3247,0.099,241.1552,9.8667,0.0,0.5167,0.0
11/02/07,01:00:00,2.0002,0.0697,238.855,8.71,0.0,0.0,0.0
11/02/07,02:00:00,1.9685,0.1166,240.7247,8.5367,0.0,0.4167,0.0
11/02/07,03:00:00,1.9515,0.08,241.5785,8.55,0.0,0.25,0.0
11/02/07,04:00:00,2.076,0.0686,239.923,9.06,0.0,0.0,2.7667
11/02/07,05:00:00,2.7324,0.1271,239.6185,11.7533,0.0,0.7667,9.15
11/02/07,06:00:00,2.5134,0.0734,238.9883,10.6867,0.0,0.05,0.0
11/02/07,07:00:00,2.4084,0.076,240.2993,10.2167,0.0,0.0,0.0
11/02/07,08:00:00,2.6541,0.1292,240.1598,11.1833,0.0,0.7167,0.0
11/02/07,09:00:00,2.6809,0.2173,237.6242,11.4233,0.0,0.0,10.65
11/02/07,10:00:00,2.1009,0.1389,236.5308,9.0133,0.0,0.0,7.75
11/02/07,11:00:00,3.4399,0.3126,241.341,14.4133,0.0,7.1167,15.25
11/02/07,12:00:00,3.7913,0.3093,239.4713,15.9567,19.1833,2.1167,17.5833
11/02/07,13:00:00,2.9738,0.2824,241.7003,12.43,2.6667,16.8,17.8833
11/02/07,14:00:00,3.4311,0.2282,240.089,14.4,8.7833,23.6167,17.6667
11/02/07,15:00:00,2.9345,0.1533,240.9962,12.36,9.8667,23.7333,6.7
11/02/07,16:00:00,0.4385,0.1868,242.7055,1.9767,0.0,1.5,0.0
11/02/07,17:00:00,1.5329,0.0677,238.1815,6.5267,0.0,0.1833,8.9167
11/02/07,18:00:00,3.0268,0.1097,234.863,12.8533,0.0,0.1167,16.9167
11/02/07,19:00:00,3.4848,0.2138,233.4748,14.97,0.0,0.7333,16.7333
11/02/07,20:00:00,3.162,0.0702,237.8327,13.3033,0.0,0.0,17.35
11/02/07,21:00:00,2.6328,0.1178,239.4102,10.9933,0.0,0.4,17.5667
11/02/07,22:00:00,1.8428,0.0924,240.9773,7.6267,0.0,0.3833,17.8
11/02/07,23:00:00,1.4184,0.0652,241.6473,5.8333,0.0,0.0,17.8833
12/02/07,00:00:00,1.436,0.1194,241.5257,5.91,0.0,0.6667,17.8667
12/02/07,01:00:00,0.4514,0.0509,241.2662,1.9867,0.0,0.1167,2.5
12/02/07,02:00:00,0.3324,0.0906,242.8313,1.5333,0.0,0.0,0.0
12/02/07,03:00:00,0.3464,0.1143,241.5763,1.5767,0.0,0.7667,0.0
12/02/07,04:00:00,0.3015,0.0484,239.6585,1.38,0.0,0.0,0.0
12/02/07,05:00:00,0.3167,0.0716,239.7758,1.4833,0.0,0.0,0.0
12/02/07,06:00:00,1.8135,0.1024,241.1878,7.62,0.0,0.7,11.85
12/02/07,07:00:00,2.466,0.0783,239.4483,10.2533,0.1333,0.0,17.5833
12/02/07,08:00:00,2.172,0.0954,239.6012,9.0233,8.95,0.4167,17.5833
12/02/07,09:00:00,1.9933,0.1084,238.0455,8.3633,10.2167,0.3833,17.3833
12/02/07,10:00:00,1.3417,0.0507,237.1988,5.62,0.0,0.0,17.25
12/02/07,11:00:00,1.3756,0.0905,237.7685,5.76,0.0,0.5833,17.3333
12/02/07,12:00:00,0.9216,0.1055,241.7448,3.8833,0.0,0.1167,9.6667
12/02/07,13:00:00,0.7284,0.1778,242.0777,3.3567,0.0,0.0,0.0
12/02/07,14:00:00,1.309,0.1258,244.0645,5.4433,0.0,0.8,13.85
12/02/07,15:00:00,1.3888,0.0738,241.7327,5.6967,0.0,0.0,17.9
12/02/07,16:00:00,0.7705,0.0483,240.7332,3.2067,0.0,0.0,6.3167
12/02/07,17:00:00,0.7218,0.1051,238.2763,3.0067,0.0,0.6833,0.0
12/02/07,18:00:00,1.0234,0.0743,237.287,4.2633,0.0,0.0,0.0
12/02/07,19:00:00,2.2556,0.1718,234.8588,9.6633,0.0,0.3167,0.0
12/02/07,20:00:00,3.6056,0.0797,235.2725,15.32,8.0167,0.45,10.8667
12/02/07,21:00:00,2.3541,0.0541,238.055,9.8767,1.1833,0.0,3.4667
12/02/07,22:00:00,0.9483,0.1653,243.5963,4.0933,8.6167,0.55,0.0
12/02/07,23:00:00,0.92,0.0759,244.7812,3.7633,0.0,0.1,10.5333
13/02/07,00:00:00,0.2759,0.0687,244.1332,1.2067,0.0,0.0,0.0
13/02/07,01:00:00,0.3182,0.1283,241.4413,1.4533,0.0,0.65,0.0
13/02/07,02:00:00,0.2889,0.0637,243.6055,1.2533,0.0,0.0,0.0
13/02/07,03:00:00,0.2969,0.0967,243.5228,1.3133,0.0,0.25,0.0
13/02/07,04:00:00,0.2794,0.0771,241.8947,1.2367,0.0,0.4,0.0
13/02/07,05:00:00,0.2854,0.0809,242.1393,1.2733,0.0,0.0,0.0
13/02/07,06:00:00,0.9443,0.1306,242.6523,4.05,0.0,0.6333,0.0
13/02/07,07:00:00,1.673,0.0661,239.4797,6.97,0.0,0.0,12.9833
13/02/07,08:00:00,1.0206,0.0786,240.1762,4.2667,0.0,0.0833,7.1
13/02/07,09:00:00,0.528,0.1039,240.235,2.2,0.0,0.5667,0.0
13/02/07,10:00:00,0.4956,0.0611,238.812,2.1,0.0,0.0,0.0
13/02/07,11:00:00,0.5821,0.1002,240.3118,2.43,0.0,0.65,0.0
13/02/07,12:00:00,0.5307,0.0855,242.8673,2.2167,0.0,0.0,0.0
13/02/07,13:00:00,0.3222,0.065,243.8242,1.35,0.0,0.0,0.0
13/02/07,14:00:00,0.7678,0.1195,245.2968,3.1367,0.0,0.6333,0.0
13/02/07,15:00:00,0.4402,0.082,243.2302,1.8367,0.0,0.0,0.0
13/02/07,16:00:00,1.2428,0.0922,241.2765,5.1633,0.0,0.5167,13.65
13/02/07,17:00:00,1.4959,0.0712,239.5207,6.19,0.0,0.1167,17.5833
13/02/07,18:00:00,2.2465,0.0592,236.6265,9.4533,0.0,0.0,17.1667
13/02/07,19:00:00,2.4596,0.2103,235.2555,10.5433,0.0,9.6833,7.3333
13/02/07,20:00:00,1.4399,0.0593,238.0495,6.1033,0.0,0.0833,3.5167
13/02/07,21:00:00,3.5453,0.1349,237.1743,15.0333,0.0,30.5333,9.2167
13/02/07,22:00:00,0.8668,0.1506,242.3817,3.6567,0.0,1.7,0.2333
13/02/07,23:00:00,1.2299,0.0593,244.0975,5.0133,0.0,0.6333,15.4833
14/02/07,00:00:00,0.3475,0.173,244.5908,1.5767,0.0,1.0333,0.0
14/02/07,01:00:00,0.2839,0.073,243.1118,1.2367,0.0,0.1833,0.0
14/02/07,02:00:00,0.2901,0.0814,244.2967,1.2867,0.0,0.1667,0.0
14/02/07,03:00:00,0.3203,0.131,242.6625,1.4767,0.0,0.9667,0.0
14/02/07,04:00:00,0.2866,0.0716,241.2608,1.26,0.0,0.1667,0.0
14/02/07,05:00:00,0.2892,0.0877,241.3558,1.29,0.0,0.3167,0.0
14/02/07,06:00:00,1.6351,0.1149,243.7932,6.83,0.0,0.5167,10.3167
14/02/07,07:00:00,2.7165,0.095,238.3427,11.37,0.3,0.0,17.4167
14/02/07,08:00:00,2.5486,0.1318,237.898,10.7167,9.3167,0.5333,17.35
14/02/07,09:00:00,1.906,0.0914,238.5282,7.9667,9.35,0.1667,17.45
14/02/07,10:00:00,1.3256,0.0508,239.2805,5.46,0.0,0.0,17.55
14/02/07,11:00:00,1.9101,0.2895,241.2968,8.0133,0.0,2.9667,17.8333
14/02/07,12:00:00,3.4513,0.2993,241.392,14.4267,16.3333,3.2667,17.85
14/02/07,13:00:00,2.4897,0.1494,241.1757,10.33,1.85,0.0,17.8167
14/02/07,14:00:00,2.4302,0.1544,242.8235,9.96,0.0,0.7833,18.0667
14/02/07,15:00:00,4.3641,0.1254,239.9347,18.1967,0.0,31.6167,17.6333
14/02/07,16:00:00,2.181,0.2133,240.7248,9.2467,0.0,17.75,1.55
14/02/07,17:00:00,0.9786,0.1118,240.7543,4.0733,0.0,0.3667,0.0
14/02/07,18:00:00,2.4165,0.131,234.7803,10.2667,0.0,0.1167,0.0
14/02/07,19:00:00,2.3297,0.3074,235.5548,9.9967,0.0,1.15,0.0
14/02/07,20:00:00,1.8198,0.1121,235.782,7.8067,0.3667,0.0,6.4833
14/02/07,21:00:00,3.3974,0.0684,233.9882,14.5167,8.5167,0.0,15.6667
14/02/07,22:00:00,1.5867,0.1846,241.8972,6.7433,8.8833,0.7167,0.0
14/02/07,23:00:00,0.3401,0.1266,243.784,1.5167,0.0,0.4333,0.0
15/02/07,00:00:00,0.42,0.0678,241.2722,1.7767,0.0,0.0,0.0
15/02/07,01:00:00,0.4044,0.08,240.8267,1.7433,0.0,0.0,0.0
15/02/07,02:00:00,0.3647,0.1656,243.5352,1.66,0.0,1.0667,0.0
15/02/07,03:00:00,0.3145,0.0755,243.4877,1.41,0.0,0.0,0.0
15/02/07,04:00:00,0.2924,0.046,241.6943,1.2767,0.0,0.0,0.0
15/02/07,05:00:00,1.0678,0.1314,241.0923,4.48,0.0,0.6167,11.8667
15/02/07,06:00:00,1.6866,0.0902,242.3077,7.0533,0.0,0.4,10.3167
15/02/07,07:00:00,2.3298,0.0915,238.91,9.7233,0.0,0.0,17.5
15/02/07,08:00:00,1.4504,0.0768,239.097,6.0,0.0,0.0,17.5333
15/02/07,09:00:00,1.4345,0.1639,240.0807,5.9667,0.0,1.0,17.6667
15/02/07,10:00:00,1.3697,0.0658,239.5392,5.6467,0.0,0.0,17.5833
15/02/07,11:00:00,1.3831,0.0754,240.3367,5.6967,0.0,0.0,17.7
15/02/07,12:00:00,1.4236,0.1306,240.9597,5.86,0.0,0.6167,17.8
15/02/07,13:00:00,1.0672,0.1016,241.3173,4.4467,0.0,0.4167,12.2833
15/02/07,14:00:00,0.3268,0.0888,244.5933,1.47,0.0,0.0,0.0
15/02/07,15:00:00,0.3211,0.0812,243.6197,1.43,0.0,0.0,0.0
15/02/07,16:00:00,0.4605,0.1888,241.3343,2.1533,0.0,1.0333,0.0
15/02/07,17:00:00,0.4155,0.0502,240.0995,2.0033,0.0,0.0,0.0
15/02/07,18:00:00,1.7775,0.1139,235.991,7.65,0.0,6.9833,5.85
15/02/07,19:00:00,4.1108,0.3311,235.8508,17.5,0.0,18.2667,17.0667
15/02/07,20:00:00,3.6178,0.2524,236.696,15.34,0.0,7.2167,17.1833
15/02/07,21:00:00,2.9623,0.0549,237.1187,12.4867,0.0,0.6,17.2333
15/02/07,22:00:00,2.4241,0.0701,242.2833,10.0333,0.0,0.0667,17.9833
15/02/07,23:00:00,1.664,0.1727,244.0182,6.88,0.0,1.1,18.2333
16/02/07,00:00:00,1.5622,0.0594,241.7405,6.47,0.0,0.0,17.9167
16/02/07,01:00:00,0.8259,0.0596,243.8407,3.5967,0.0,0.0,5.8167
16/02/07,02:00:00,0.5311,0.146,246.5167,2.4733,0.0,0.6333,0.0
16/02/07,03:00:00,0.5006,0.1052,246.4512,2.3467,0.0,0.4667,0.0
16/02/07,04:00:00,0.4904,0.0792,242.873,2.29,0.0,0.0,0.0
16/02/07,05:00:00,0.5822,0.0446,241.8708,2.6433,0.0,0.0,0.7
16/02/07,06:00:00,3.3265,0.1761,241.5062,13.84,9.7667,1.05,17.8833
16/02/07,07:00:00,2.4199,0.0801,242.6828,9.9733,9.3667,0.0,1.1667
16/02/07,08:00:00,0.335,0.0725,239.9485,1.49,0.0,0.0,0.0
16/02/07,09:00:00,0.344,0.1124,238.3598,1.5867,0.0,0.35,0.0
16/02/07,10:00:00,0.3553,0.1404,239.5893,1.6067,0.0,0.7,0.0
16/02/07,11:00:00,0.9894,0.0633,238.592,4.17,0.0,0.0,11.2667
16/02/07,12:00:00,0.3327,0.0842,239.8867,1.4867,0.0,0.0,0.15
16/02/07,13:00:00,0.3649,0.1547,239.9523,1.6967,0.0,0.8333,0.0
16/02/07,14:00:00,0.3291,0.0973,242.8703,1.4667,0.0,0.2333,0.0
16/02/07,15:00:00,0.3252,0.0857,243.5083,1.4867,0.0,0.0,0.0
16/02/07,16:00:00,0.3426,0.1005,242.0903,1.55,0.0,0.1667,0.0
16/02/07,17:00:00,0.4128,0.1753,241.1838,1.9067,0.0,0.9333,0.0
16/02/07,18:00:00,1.4101,0.0942,236.6947,6.0967,0.0,0.0,3.1333
16/02/07,19:00:00,3.1297,0.1069,235.3368,13.2533,0.0,0.7,16.9833
16/02/07,20:00:00,2.8264,0.1716,235.3593,12.0267,0.0,7.7833,17.0
16/02/07,21:00:00,2.7951,0.162,237.4173,11.7333,0.0,0.35,17.2833
16/02/07,22:00:00,2.0366,0.0658,239.7978,8.4733,0.0,0.0,17.6333
16/02/07,23:00:00,1.8077,0.0911,241.6333,7.4533,0.0,0.1167,17.8833
17/02/07,00:00:00,1.5136,0.1635,240.7148,6.24,0.0,1.0,17.75
17/02/07,01:00:00,1.1187,0.0613,240.7125,4.6233,0.0,0.0,13.95
17/02/07,02:00:00,0.2872,0.0763,242.9132,1.2433,0.0,0.0,0.0
17/02/07,03:00:00,0.3238,0.139,242.0722,1.4867,0.0,0.7333,0.0
17/02/07,04:00:00,0.3143,0.1244,240.5243,1.45,0.0,0.3833,0.0
17/02/07,05:00:00,0.4799,0.0464,240.4585,2.0067,0.0,0.0,0.0
17/02/07,06:00:00,0.4871,0.0866,243.6943,2.0267,0.0,0.0,0.0
17/02/07,07:00:00,0.9734,0.1803,243.3598,4.1833,0.0,1.1167,0.0
17/02/07,08:00:00,2.6103,0.1433,240.632,10.87,0.0,15.45,16.0167
17/02/07,09:00:00,2.0654,0.0914,239.0688,8.6867,0.0,11.4333,17.5167
17/02/07,10:00:00,0.8135,0.1515,237.3602,3.5,0.0,1.4833,7.5167
17/02/07,11:00:00,0.2861,0.0682,237.5062,1.2667,0.0,0.15,0.0
17/02/07,12:00:00,0.4473,0.1821,238.5685,2.02,0.0,0.1667,0.0
17/02/07,13:00:00,2.2702,0.3687,239.1508,9.68,9.0333,1.3333,12.3833
17/02/07,14:00:00,1.6168,0.1795,240.6595,6.7933,9.3,0.3,3.1667
17/02/07,15:00:00,1.8022,0.3675,238.442,7.75,0.0,0.15,11.3667
17/02/07,16:00:00,0.569,0.2636,240.591,2.61,0.0,0.7,1.0
17/02/07,17:00:00,0.4366,0.193,239.3068,2.0333,0.0,0.8333,0.0
17/02/07,18:00:00,1.0971,0.0958,237.019,4.7,0.0,0.0,1.6833
17/02/07,19:00:00,2.6944,0.2773,234.9007,11.4567,0.0,0.0667,16.9333
17/02/07,20:00:00,1.8741,0.3019,237.672,7.9267,0.0,1.05,0.0
17/02/07,21:00:00,2.7506,0.2406,236.2937,11.69,11.0833,0.0,0.0
17/02/07,22:00:00,3.8483,0.0657,235.7648,16.24,0.0,0.0,0.0
17/02/07,23:00:00,3.9352,0.1147,236.1992,16.6167,0.0,0.75,0.0
18/02/07,00:00:00,4.465,0.1622,239.0995,18.66,10.5833,0.3667,12.8833
18/02/07,01:00:00,3.8884,0.104,239.2198,16.2167,10.5167,0.0,14.9667
18/02/07,02:00:00,2.414,0.1122,242.2732,9.9067,0.0167,0.15,0.0
18/02/07,03:00:00,1.3754,0.1859,242.879,5.7967,0.0,0.9333,0.0
18/02/07,04:00:00,0.3048,0.1117,243.1085,1.3667,0.0,0.0,0.0
18/02/07,05:00:00,0.8427,0.0972,242.497,3.6333,0.0,0.0,0.0
18/02/07,06:00:00,3.5903,0.1466,239.5625,14.96,0.0,0.8167,9.1667
18/02/07,07:00:00,2.4239,0.1126,239.9095,10.0533,0.0,0.2667,0.15
18/02/07,08:00:00,3.396,0.0684,238.6758,14.1867,0.0,0.0,8.2167
18/02/07,09:00:00,3.4226,0.0958,238.253,14.2933,0.0,0.3167,17.4
18/02/07,10:00:00,4.2006,0.1242,236.5488,17.7267,4.9833,7.25,17.1667
18/02/07,11:00:00,2.4564,0.1043,239.1005,10.31,11.1833,0.0,17.5167
18/02/07,12:00:00,3.6609,0.1177,236.9165,15.5167,0.0,36.6167,17.2167
18/02/07,13:00:00,3.3369,0.2832,238.6572,14.2467,0.0,24.6333,17.45
18/02/07,14:00:00,3.5459,0.2767,240.9323,14.8967,0.0,31.4333,17.7833
18/02/07,15:00:00,1.6473,0.1315,240.7217,6.8767,0.0,1.5333,17.7333
18/02/07,16:00:00,2.1614,0.1737,240.045,9.2033,0.0,22.45,4.0
18/02/07,17:00:00,2.1427,0.3184,235.9093,9.2833,9.3167,1.45,11.6
18/02/07,18:00:00,3.4014,0.3954,233.7137,14.8367,20.3833,0.75,2.4833
18/02/07,19:00:00,3.946,0.2912,236.1612,16.83,18.65,0.15,12.7667
18/02/07,20:00:00,3.4009,0.2272,235.8063,14.51,7.5167,0.7667,17.05
18/02/07,21:00:00,2.6283,0.1839,236.7425,11.1833,8.6333,1.1833,3.2667
18/02/07,22:00:00,0.7909,0.2166,241.1315,3.4233,0.0,1.1667,0.0
18/02/07,23:00:00,0.3868,0.2181,242.235,1.8167,0.0,1.15,0.0
19/02/07,00:00:00,0.3667,0.1971,243.2145,1.6967,0.0,1.1333,0.0
19/02/07,01:00:00,0.8415,0.1316,240.8095,3.5667,0.0,0.5167,8.4167
19/02/07,02:00:00,0.3038,0.0787,243.344,1.3167,0.0,0.0,0.0
19/02/07,03:00:00,0.3525,0.1532,243.0223,1.6167,0.0,0.6333,0.0
19/02/07,04:00:00,0.3332,0.1372,241.614,1.5133,0.0,0.8,0.0
19/02/07,05:00:00,0.3123,0.0901,240.627,1.3833,0.0,0.0,0.0
19/02/07,06:00:00,1.3919,0.0788,242.716,5.8167,0.0,0.05,10.65
19/02/07,07:00:00,1.9478,0.1926,237.8968,8.1667,0.0,1.1833,17.35
19/02/07,08:00:00,1.6239,0.1182,237.8693,6.7833,0.0,0.0,17.35
19/02/07,09:00:00,1.3547,0.0602,237.2898,5.6467,0.0,0.0,17.2667
19/02/07,10:00:00,1.4258,0.1323,236.0805,6.01,0.0,0.8,17.0833
19/02/07,11:00:00,1.3996,0.0771,238.4412,5.8067,0.0,0.4,17.4333
19/02/07,12:00:00,1.8072,0.1087,238.906,7.5467,0.0,0.0,17.4833
19/02/07,13:00:00,0.988,0.0855,240.6177,4.1333,0.0,0.1667,11.2
19/02/07,14:00:00,0.3457,0.191,243.0972,1.59,0.0,1.0667,0.0
19/02/07,15:00:00,0.2965,0.0975,244.4245,1.2833,0.0,0.0,0.0
19/02/07,16:00:00,0.3284,0.0715,243.9473,1.4367,0.0,0.0,0.0
19/02/07,17:00:00,0.5793,0.1347,241.484,2.46,0.0,0.6833,1.65
19/02/07,18:00:00,3.4107,0.131,233.7868,14.6,0.0,10.7667,16.7833
19/02/07,19:00:00,4.2636,0.224,231.1947,18.52,7.8833,9.0,16.4167
19/02/07,20:00:00,3.9734,0.1935,234.5035,16.9967,0.2167,19.2167,16.8667
19/02/07,21:00:00,3.6579,0.0698,236.9323,15.4767,14.5833,1.25,17.2167
19/02/07,22:00:00,2.6383,0.021,240.2948,10.9667,4.55,0.1667,14.9167
19/02/07,23:00:00,2.5012,0.1676,242.8362,10.28,0.0,0.5,0.0
20/02/07,00:00:00,2.4887,0.1613,241.6778,10.2467,0.0,1.0167,0.0
20/02/07,01:00:00,2.3965,0.0686,241.0688,9.86,0.0,0.1667,0.0
20/02/07,02:00:00,2.4446,0.0589,242.9058,9.9967,0.0,0.1667,0.0
20/02/07,03:00:00,2.8473,0.1843,240.6693,11.77,0.0,1.3,6.1833
20/02/07,04:00:00,2.6663,0.043,239.336,11.0833,0.0,0.0,5.4833
20/02/07,05:00:00,2.3635,0.0669,239.395,9.8,0.0,0.0,0.0
20/02/07,06:00:00,2.8587,0.1287,240.745,11.8633,0.0,0.7,1.5833
20/02/07,07:00:00,4.4166,0.0959,236.7827,18.61,0.0,0.3833,17.2
20/02/07,08:00:00,3.4823,0.0714,237.4953,14.6,0.0,0.0,17.2833
20/02/07,09:00:00,2.6697,0.0776,237.153,11.22,0.0,0.2167,16.9167
20/02/07,10:00:00,1.7669,0.1664,238.0975,7.4067,0.0,0.8667,17.3833
20/02/07,11:00:00,1.6853,0.0602,240.7867,6.9467,0.0,0.0,17.7667
20/02/07,12:00:00,1.6381,0.163,241.5782,6.8467,0.0167,0.0,17.8667
20/02/07,13:00:00,1.9489,0.169,238.7608,8.1667,8.3667,0.9667,17.4833
20/02/07,14:00:00,1.5639,0.0812,241.472,6.51,9.6833,0.1333,10.6833
20/02/07,15:00:00,0.3812,0.1272,243.0898,1.73,0.0,0.0,0.0
20/02/07,16:00:00,0.4264,0.1379,242.9008,1.9567,0.0,0.6833,0.0
20/02/07,17:00:00,0.4332,0.1316,242.0418,1.93,0.0,0.0,0.0
20/02/07,18:00:00,1.0013,0.1388,238.0545,4.2667,0.0,1.9333,0.0
20/02/07,19:00:00,2.0312,0.2037,236.2003,8.6133,0.0,8.8,0.0
20/02/07,20:00:00,4.4047,0.1917,235.1457,18.8167,0.3667,30.1333,14.25
20/02/07,21:00:00,2.8039,0.2455,237.2172,11.9867,7.5667,11.6667,1.8
20/02/07,22:00:00,1.9939,0.1562,241.3562,8.31,8.3,2.4833,0.0
20/02/07,23:00:00,1.7859,0.1906,242.8403,7.5067,0.0,24.9,0.0
21/02/07,00:00:00,0.3196,0.105,243.6993,1.4067,0.0,0.6167,0.0
21/02/07,01:00:00,0.3043,0.0866,240.7582,1.3167,0.0,0.5,0.0
21/02/07,02:00:00,0.9352,0.093,243.343,3.87,0.0,0.7,10.5333
21/02/07,03:00:00,0.3074,0.1013,243.3507,1.39,0.0,0.1667,0.0
21/02/07,04:00:00,0.3084,0.1084,241.8443,1.3933,0.0,0.8167,0.0
21/02/07,05:00:00,0.2765,0.0595,240.6898,1.1933,0.0,0.1667,0.0
